NC,RMSEP (wt.%)
1,0.64942682173709942
2,0.59912588195160044
3,0.62101841368759625
4,0.57152739403520658
5,0.57553481198358425
6,0.56883809323893841
7,0.5282688108791429
8,0.4666417229805479
9,0.4734823987914592
10,0.45770048045980011
11,0.44905823917788623
12,0.44091295103149752
13,0.48545374732586399
14,0.51195377207413284
15,0.52480949471894411
16,0.51067452778719957
17,0.50531137695512518
18,0.52774529486194588
19,0.49968120728533827
20,0.49982645444181351
